rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
107,3,3,르치과의원 신논현,233,238,0.393421,0.236502,0.378181,1.008104,-,-,0.078477,-0.006572,0.053269
108,3,3,이미지치과의원,209,12,0.393376,0.217391,0.377904,0.988671,4,-,0.078477,-0.007165,0.053224
109,3,3,황인준치과의원,71,1,0.393376,0.15616,0.37734,0.926876,1,-,0.078477,-0.01135,0.052908
110,1,3,포샤르플란트치과의원,129,0,0.393376,0.155468,0.372361,0.921205,-1,-,0.078477,0.004468,0.054103
111,3,3,스마일뷰치과의원,323,385,0.393421,0.262782,0.37173,1.027933,4,-5,0.078477,-0.00828,0.05314
112,2,3,서울 혜치과의원,124,129,0.393421,0.171971,0.371241,0.936633,2,-,0.078477,-0.009993,0.05301
113,2,3,서울매스티지치과의원,446,3635,0.393376,0.248075,0.369659,1.01111,-,104,0.078477,0.000295,0.053787
114,2,3,고운이치과의원,46,3,0.393376,0.199927,0.367405,0.960708,-,-,0.078477,0.003511,0.05403
115,2,3,강남 e편한치과,1,3,0.393376,0.08635,0.367171,0.846897,-2,-,0.078477,0.007364,0.054321
116,2,3,연세티스치과의원 강남점,229,2,0.393376,0.197807,0.365208,0.956391,4,-,0.078477,-0.014926,0.052638
117,2,3,서울미시간치과의원,16,3,0.393376,0.153905,0.363433,0.910714,2,-,0.078477,-0.000637,0.053716
118,2,3,강남브엘치과의원,91,138,0.393421,0.156066,0.363267,0.912754,1,-,0.078477,0.001875,0.053907
119,2,3,소중한치과의원,31,2,0.393376,0.118831,0.363186,0.875393,-,-,0.078477,0.00261,0.053962
120,0,2,강남치유치과의원 역삼점,246,1057,0.393421,0.403573,0.361801,1.158795,98,873,0.078477,0.105175,0.061703
121,1,1,아름드리치과의원,342,1065,0.393421,0.415315,0.361625,1.170361,-6,938,0.078477,0.182255,0.06752
122,4,3,옥수수치과,383,392,0.393376,0.246458,0.357895,0.997729,3,7,0.078477,0.007305,0.054316
123,4,3,유디치과병원 강남뱅뱅점,281,33,0.393421,0.227327,0.356135,0.976883,1,-2,0.078477,0.005381,0.054171
124,3,3,연세차인호치과의원,21,3983,0.393421,0.425192,0.350519,1.169132,5,1995,0.078477,0.012456,0.054705
125,2,3,아름다운이치과의원,31,1,0.393376,0.120609,0.347775,0.86176,-,-,0.078477,0.026034,0.05573
126,2,3,쎌치과의원,29,26,0.393376,0.144904,0.345812,0.884092,-,3,0.078477,0.024282,0.055597
127,2,3,세이프플란트치과의원,853,4091,0.393421,0.341515,0.344527,1.079463,28,622,0.078477,0.018718,0.055177
128,2,3,웃는오늘치과의원,51,1,0.393421,0.168944,0.336635,0.899,2,-,0.078477,-0.020443,0.052222
129,2,3,서울라라치과의원,463,4125,0.393421,0.456035,0.336445,1.185901,16,2099,0.078477,0.027413,0.055834
130,2,3,스타치과의원,26,3,0.393421,0.148631,0.333829,0.875881,-,-,0.078477,0.00654,0.054259
131,1,3,스카이치과의원,485,460,0.393421,0.210003,0.3326,0.936024,3,7,0.078477,0.015361,0.054924
