rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
232,1,1,동민허브치과의원,24,0,0.393376,0.1529,0.240418,0.786694,-,-,0.064378,0.007039,0.024824
233,3,3,문제원치과의원,68,5,0.393376,0.15445,0.239839,0.787665,-,-,0.064378,-0.016611,0.02304
234,0,2,서울이엔이치과의원,313,424,0.393421,0.256167,0.238524,0.888112,6,-,0.064377,-0.006338,0.023815
235,0,2,민치과의원,39,2,0.393376,0.128987,0.238248,0.760611,-,-,0.064378,0.00675,0.024803
236,1,1,서울티에스치과의원,287,21,0.393421,0.226275,0.238187,0.857883,-,-,0.064377,0.022847,0.026017
237,5,3,서울순치과의원,109,3,0.393376,0.175865,0.238152,0.807393,-,-,0.064378,-0.027632,0.022208
238,2,3,연세좋은손치과의원 교대본점,150,52,0.393421,0.203339,0.237988,0.834748,-,-,0.064377,0.006551,0.024787
239,0,2,서울코웰치과의원,103,3,0.393376,0.171042,0.233725,0.798143,-,-,0.064378,0.007394,0.024851
240,0,2,준치과의원,123,3,0.393376,0.162999,0.233712,0.790087,-,-,0.064378,0.015511,0.025464
241,3,3,보하치과의원,92,5,0.393421,0.174082,0.233361,0.800864,-,-,0.064377,-0.002478,0.024106
242,1,3,오클라호마자연주의치과의원,9,41,0.393376,0.129394,0.232594,0.755364,-,2,0.064378,0.002511,0.024483
243,5,1,81도치과교정과치과의원,491,1142,0.393421,0.41282,0.230938,1.037179,4,177,0.064377,0.033983,0.026858
244,0,2,이롬치과의원 서초교대역점,786,1523,0.393421,0.400673,0.230021,1.024115,10,33,0.064377,0.014005,0.02535
245,0,2,엠씨지치과의원,316,7,0.393376,0.247832,0.22948,0.870688,-,-,0.064378,0.011405,0.025155
246,1,1,이엔이치과의원,26,422,0.393421,0.146325,0.229219,0.768965,-,6,0.064377,0.010347,0.025074
247,5,3,연세봄치과의원,318,1090,0.393421,0.355272,0.229101,0.977794,1,102,0.064377,-0.012296,0.023365
248,1,1,애플치과의원,303,118,0.393421,0.199819,0.228411,0.821651,3,1,0.064377,0.01623,0.025518
249,6,3,아나플란트치과의원,367,862,0.393421,0.31738,0.228207,0.939008,4,61,0.064377,-0.013387,0.023283
250,0,2,백옥치과의원,99,49,0.393421,0.183309,0.225895,0.802625,-,1,0.064377,0.011588,0.025168
