cafe_name,clinic_name,positive,neutral,negative
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울s치과,1,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울대,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울라미ㅍㄹㅌ,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울라미플란트 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울라미플란트치과,1,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울리온,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울리온치과,3,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울바른,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울아이미래치과의원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,서울이로움치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,성모,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,센ㅇㅇ 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,센트럴,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,센트럴치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,수원 돌봄동물병원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,스마일온,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,스마일온 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,스마일온치과보철과치과의원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,스마일치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,신동 원*스,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,씨엘이,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,씨엘치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아이*림 소아치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아이끌림 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아이끌림치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아이소망,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아이힐,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아주대,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,아주대로,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,안지연교정치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,압구정 ㅇㅅㅌㅁ,0,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,압구정 하버드치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,압구정(치과명 미언급),1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,에이스 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,에이스치과,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연*굿데이,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연X바로치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연ㅅ윤손,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세 ㅇ손치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세*로치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세*치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세ㅂㄹ,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세ㅂㄹ치과,8,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세ㅇ손치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세미소치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세바로,7,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세바로치과,11,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세원구강외과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세원치과,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세윤ㅅ치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세윤손,1,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세윤손치과,10,4,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참ㅇㅃ교정치괴,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참예쁜,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참예쁜교정,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참예쁜교정치과,16,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참예쁜좋아요,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세참예쁜치과교정과치과의원,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연세호수,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,연치과,0,0,1
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,영천동 파*너동물병원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,영천동 하나로마트 안에 있는 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나교정치과,2,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나요,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나치과,12,5,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나치과 동탄목동점,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,예나치과 동탄역점,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,오르다치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,오산쪽 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,웃는얼굴치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,원데이 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,위너스타 건물 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,유디치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,윤손,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,윤손치과,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루*소아치과,0,0,1
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루@ 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루다,1,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루다소아치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루다치과,1,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이루동물병원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이주치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이즈치고,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이즈치과,32,30,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,이편한치과,3,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,인계동 웃는얼굴치과,2,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,정현치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,착한미소치과,3,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,참조*은치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,참조*치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,채움,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,채움치과,4,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,청계동 온가족 치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,카림에 있는 어린이치과,0,0,1
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,캠프나인치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,코*,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,코X치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,코코,1,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,코코교정치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,코코치과,0,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,키움치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,킴스,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,킴스치과,5,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,탑치과,20,3,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,파트너,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,패스트본,0,0,1
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,플란치과,2,3,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,플란치과 경기 동탄점,0,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,플란치과 경기동탄점,0,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,플란치과 동탄점,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,플란치과의원 경기동탄점,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,하나로 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,하나로마트 치과,0,0,1
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,하이웰,1,2,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,하임동물병원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,한림대 치과,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,핸즈동물병원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,행복을심는ㅊㄱ의원,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,호수,0,1,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,호수 ㅇㅅㅊㅇㅃ교정치과,1,0,0
동탄2신도시맘 ♣ 동탄투맘 모여요~ [동투맘] ^^ ♣,"호수근처, 동탄역 치과 (언급되지 않은 병원)",0,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",ㅇ세윤손치과,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",ㅍㄹ치과,0,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",가온치과,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",경승현 치과,2,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",경승현교정과 치과의원,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",경승현교정과치과의원,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",경승현치과,5,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",동탄센트럴,1,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",동탄센트럴치과,4,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",디ㅇ치과의원,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",디유치과의원,3,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",바른이턱치과,1,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",센트럴치과,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",연세윤손치과,4,2,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",연세참예쁜교정치과,1,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",예치과,0,1,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",윤손,2,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",윤손치과,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",채움치과,1,0,0
"동탄맘[동탄맘들모여라,동탄맘,동투맘,동탄2신도시,동탄,화성]",플란치과,4,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",ㅇ세윤손,2,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",ㅍㄹ치과,2,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",경승현 치과,3,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",경승현교정과 치과의원,2,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",경승현치과,6,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",경승현치과 교정과 치과의원,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",동탄센트럴,0,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",동탄센트럴치과,1,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",미소자인교정치과,0,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",삼성본,0,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",센트럴,0,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",센트럴치과,0,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",아름다운턱치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",아이젤치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",연세 바로 치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",연세ㅇㅅ치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",연세ㅇ손치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",연세바로치과,5,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",연세윤손치과,8,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",오케이치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",윤손,1,1,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",창의고 정면에 있는치과,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",채움치과,2,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",플란,1,0,0
"동탄맘♡동탄스토리 [동탄1,2신도시 동탄맘들의 카페]",플란치과,3,0,0
동탄역 반도유보라아이비파크678차 맘,동탄탑치과,1,0,0
동탄역 시범한화 꿈에그린프레스티지,라스 5층 내x튼 치과,1,0,0
동탄역 시범한화 꿈에그린프레스티지,탑치과,1,0,0
동탄치과 치아교정 임플란트ㅣ동탄이즈치과 공식 카페,동탄이즈치과,0,1,0
동탄치과 치아교정 임플란트ㅣ동탄이즈치과 공식 카페,이즈만,0,1,0
동탄치과 치아교정 임플란트ㅣ동탄이즈치과 공식 카페,이즈치과,3,1,0
드림성형외과/안면윤곽/눈성형/코성형/지방이식/가슴성형/리프팅,동탄 센트럴치과,0,1,0
드림성형외과/안면윤곽/눈성형/코성형/지방이식/가슴성형/리프팅,동탄 하나로치과,0,1,0
라일樂: 라이브방송과 퀴즈로 일상의 행복을 함께 나누는 즐거움,디퍼스트치과,0,1,0
라일樂: 라이브방송과 퀴즈로 일상의 행복을 함께 나누는 즐거움,바른영치과,0,1,0
라일樂: 라이브방송과 퀴즈로 일상의 행복을 함께 나누는 즐거움,서울W교정치과,0,1,0
라일樂: 라이브방송과 퀴즈로 일상의 행복을 함께 나누는 즐거움,연세굿플란트치과,0,1,0
라일樂: 라이브방송과 퀴즈로 일상의 행복을 함께 나누는 즐거움,청담클린치과,0,1,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",ㅍㄹ치과,0,2,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",광교 엘포트해피치과,1,0,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",광교리움치과병원,1,0,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",더웰치과,1,0,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",서울뿌리치과,1,0,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",유선규치과,1,0,0
"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]",이도튼튼치과,1,0,0
르무통 LeMouton,동탄플란치과,0,1,0
"맘스톡톡 - 엄마들의 이야기 (육아정보,체험단,홈스쿨,돌잔치)",연세윤손치과,1,0,0
"맘스톡톡 - 엄마들의 이야기 (육아정보,체험단,홈스쿨,돌잔치)",플X치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",ㅇㄹ치과,0,1,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",ㅎㅇ치과,1,1,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",경승현치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",동탄ㅇㅈ,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",동탄키움치과,0,1,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",병점 첫번째치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",아름다운턱치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",연세윤손치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",연세참예쁜치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",이미지치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",참조은치과,1,0,0
"맘스홀릭 베이비 (350만 엄마들의 임신, 육아 지식in 카페)",탑치과,1,0,0
"맘이베베 (핫딜, 육아, 놀이)",이루다 소아치과,1,0,0
"메디칼리뷰 - 전문 의료 정보, 고급 의료 정보, 의료전문 상담",메가젠 임플란트 경기지점,0,1,0
"메디칼리뷰 - 전문 의료 정보, 고급 의료 정보, 의료전문 상담",연세 윤손 치과의원,0,1,0
명품 치과위생사,가나팀치과,1,0,0
명품 치과위생사,다인치과,0,1,0
명품 치과위생사,메디피움치과,0,4,0
명품 치과위생사,서울포인트치과,1,0,0
명품 치과위생사,이편한연세치과의원,1,0,0
명품 치과위생사,이편한치과,1,0,0
명품 치과위생사,채움치과,1,0,0
명품 치과위생사,플란치과,1,0,0
"모두의건강[성형외과,안과,치과,피부과,한의원,병원, 정보공유",경승현 교정치과,1,0,0
"모두의건강[성형외과,안과,치과,피부과,한의원,병원, 정보공유",경승현 치과,0,1,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",동탄 연세선이고은치과,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",바른*교정,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",바른이교정치과,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",반듯한e,0,1,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",비전동 ㄹㅈ치과,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",연x꿈꾸는교정치과,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",연세 꿈꾸는 치과,1,0,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",연세나란이,0,1,0
"미엘맘스비 No.1 안성,평택,고덕 육아커뮤니티 / 안평맘",위드유,1,0,0
미즈넷-임신 육아 임산부 교육 뷰티 아기용품 핫딜 리뷰 체험단,경승현치과,1,0,0
"백조&백수의 희망만들기_취업,구인,구직,이력서,자소서,면접",한림대학교동탄성심병원,0,1,0
병원마케팅연구소,동탄 아는치과,0,1,0
병점맘 스토리,남동탄 연세참예쁜교정치과,1,0,0
병점맘 스토리,뉴욕치과,1,1,0
병점맘 스토리,닥터,1,0,0
병점맘 스토리,닥터스마일,2,0,0
병점맘 스토리,더바른교정치과,1,0,0
병점맘 스토리,더바른치과,0,1,0
병점맘 스토리,동탄역 연세 ㅂㄹ 치과,1,0,0
병점맘 스토리,동탄역연세바른치과,0,1,0
병점맘 스토리,동탄연세바치과,0,1,0
병점맘 스토리,든*한치과,1,0,0
병점맘 스토리,미소자인,1,1,0
병점맘 스토리,미소자인 교정치과,2,0,0
병점맘 스토리,미소자인교정치과,1,2,0
병점맘 스토리,미소자인치과,1,0,0
병점맘 스토리,미소지음치과,0,1,0
병점맘 스토리,서동탄 닥터스마일,1,0,0
병점맘 스토리,서울삼*치과,1,0,0
병점맘 스토리,수원빈센트교정과,0,1,0
병점맘 스토리,스마트치과,1,0,0
병점맘 스토리,아주대,0,1,0
병점맘 스토리,연*프 *즈치과,1,0,0
병점맘 스토리,연세 선이고은치과,0,1,0
병점맘 스토리,연세ㅂㄹ,1,0,0
병점맘 스토리,연세ㅂㄹ치과,1,0,0
병점맘 스토리,연세바로,0,1,0
병점맘 스토리,연세바로치과,4,0,0
병점맘 스토리,연세참예쁜교정치과,5,0,0
병점맘 스토리,예나교정치과,0,1,0
병점맘 스토리,오산역앞,0,1,0
병점맘 스토리,유디치과,1,0,0
병점맘 스토리,이즈치과,1,0,0
병점맘 스토리,코코교정치과,0,1,0
병점맘 스토리,퍼스티지 치과,1,0,0
병점맘 스토리,한림대 치과,0,1,0
"부지런한 사장님 - 소상공인,병원,학원,이미용,온라인전단지",동탄센트럴치과,1,0,0
"부지런한 사장님 - 소상공인,병원,학원,이미용,온라인전단지",동탄역치과,1,0,0
분따 - 분당.판교.위례 따라잡기,서울턱 사랑니 치과,1,0,0
뷰메랑 :: [뷰티&메디컬&라이프&리뷰&체험&핫딜&건강],플란치과,0,1,0
사할린록산원,서울베스트치과의원 동탄점,0,1,0
사할린록산원,연세윤손치과의원,0,1,0
산화스트레스와SOD,동탄예치과,0,1,0
산화스트레스와SOD,서울웰치과,0,1,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",경승현치과,2,0,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",대학병원 교수 출신 치과,1,0,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄목동교정치과,0,1,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄목동치과,0,8,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄역교정치과,0,1,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄역임플란트치과,0,1,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄역치과,0,2,0
"서울삼성병원, 대학교수출신 교정 전문의, 30년 경력 경승현치과",동탄호수공원치과,0,8,0
선천성모반을 완치하는 그날까지,ㅇㅊㅇ,1,0,0
선침패치&디톡스패치,채움치과의원 동탄,1,0,0
설탕보다 나트라비아!! 천연 스테비아 입니다.,동탄주치과,0,1,0
세상 모든 정보 여기에,동탄센트럴치과,1,0,0
수원 망포맘,동탄제일,0,1,0
수원 망포맘,동탄한림대,0,1,0
수원 망포맘,샤치과,1,0,0
수원 망포맘,서울예인치과,2,0,0
