club_id,article_id,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
24821657,195,0,0,55,30,0,0,0,0,0,0,0,0,0,0
13886818,13533,0,0,14,0,0,0,0,0,0,0,0,0,0,0
18824112,1047630,0,0,309,52,0,0,0,0,0,0,0,0,0,0
24821657,189,0,0,79,0,0,0,0,0,0,0,0,0,0,0
24821657,191,0,0,63,0,0,0,0,0,0,0,0,0,0,0
12905973,6212196,0,0,181,135,0,0,0,0,0,0,0,0,0,0
24660992,2282287,0,0,70,176,0,0,0,0,0,0,0,0,0,0
24821657,192,0,0,34,1,0,0,0,0,0,0,0,0,0,0
12905973,6210985,0,0,1037,491,0,0,0,0,0,0,0,0,0,0
12905973,6205350,0,0,561,0,0,0,0,0,0,0,0,0,0,0
10322296,19108093,0,0,0,0,0,0,0,0,0,0,0,0,54,46
12905973,6320612,0,0,0,0,0,0,0,0,0,0,0,0,348,302
24660992,2412679,0,0,0,0,0,0,0,0,0,0,0,0,7,94
27097063,173782,0,0,0,0,0,0,0,0,0,0,0,0,122,33
13886818,14171,0,0,0,0,0,0,0,0,0,0,0,0,40,0
24660992,2408162,0,0,0,0,0,0,0,0,0,0,0,0,161,65
12905973,6316885,0,0,0,0,0,0,0,0,0,0,0,0,324,12
12905973,6314755,0,0,0,0,0,0,0,0,0,0,0,0,135,0
24382523,1502088,0,0,0,0,0,0,0,0,0,0,0,0,160,65
24660992,2409946,0,0,0,0,0,0,0,0,0,0,0,0,32,29
30974274,41307,0,0,0,0,0,0,0,0,0,0,0,20,36,0
30974274,41346,0,0,0,0,0,0,0,0,0,0,0,20,37,0
29496362,9730,0,0,0,0,0,0,0,0,0,0,0,29,0,0
16635819,913,0,0,7,1,0,0,0,0,0,0,0,0,0,0
10100874,332985,0,0,3,16,0,0,0,0,0,0,0,0,0,0
24660992,2281814,0,0,238,428,0,0,0,0,0,0,0,0,0,0
12026840,4891633,0,0,141,353,0,0,0,0,0,0,0,0,0,0
17697338,31019,0,0,13,0,0,0,0,0,0,0,0,0,0,0
17697338,32541,0,0,2,1,0,0,0,0,0,0,0,0,0,0
22507132,29629,0,0,93,21,0,0,0,0,0,0,0,0,0,0
22507132,30043,0,0,7,26,0,0,0,0,0,0,0,0,0,0
12905973,6210558,0,0,364,171,0,0,0,0,0,0,0,0,0,0
29891543,41059,0,0,2155,0,0,0,0,0,0,0,0,0,0,0
27756115,93517,0,0,0,0,0,0,0,0,0,0,0,0,21,9
23394851,164216,0,0,0,0,0,0,0,0,0,0,0,0,228,76
31111576,50,0,0,0,0,0,0,0,0,0,0,0,0,48,0
16635819,984,0,0,0,4,8,0,0,0,0,0,0,0,0,0
12567918,58682,0,0,0,23,11,0,0,0,0,0,0,0,0,0
24161771,29152,0,0,0,73,35,0,0,0,0,0,0,0,0,0
15754634,7514337,0,0,0,180,101,0,0,0,0,0,0,0,0,0
13903827,9297462,0,0,0,460,0,0,0,0,0,0,0,0,0,0
24660992,2294103,0,0,0,164,164,0,0,0,0,0,0,0,0,0
16635819,971,0,0,0,9,6,0,0,0,0,0,0,0,0,0
22507132,30466,0,0,0,28,14,0,0,0,0,0,0,0,0,0
17697338,34026,0,0,0,2,2,0,0,0,0,0,0,0,0,0
20548201,6083024,0,0,0,609,338,0,0,0,0,0,0,0,0,0
24502148,39643,0,0,0,456,395,0,0,0,0,0,0,0,0,0
24095040,769334,0,0,0,0,0,0,0,0,0,0,89,0,0,0
24821657,289,0,0,0,0,0,0,0,0,0,0,21,0,0,0
24821657,293,0,0,0,0,0,0,0,0,0,0,19,14,0,0
24660992,2389339,0,0,0,0,0,0,0,0,0,0,197,723,0,0
24621251,1721772,0,0,0,0,0,0,0,0,0,0,177,0,0,0
10094499,74844619,0,0,0,0,0,0,0,0,0,0,71,0,0,0
31159112,2648,0,0,0,0,0,0,0,0,0,0,771,0,0,0
29496362,9570,0,0,0,0,0,0,0,0,0,0,23,0,0,0
24660992,2389393,0,0,0,0,0,0,0,0,0,0,65,240,0,0
24821657,326,0,0,0,0,0,0,0,0,0,0,0,0,0,19
31503026,310,0,0,0,0,0,0,0,0,0,0,0,0,0,5
31503025,395,0,0,0,0,0,0,0,0,0,0,0,0,0,10
31503026,254,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24660992,2415277,0,0,0,0,0,0,0,0,0,0,0,0,0,216
24821657,321,0,0,0,0,0,0,0,0,0,0,0,0,0,17
24660992,2422572,0,0,0,0,0,0,0,0,0,0,0,0,0,354
24660992,2416980,0,0,0,0,0,0,0,0,0,0,0,0,0,75
24660992,2418438,0,0,0,0,0,0,0,0,0,0,0,0,0,326
24660992,2416457,0,0,0,0,0,0,0,0,0,0,0,0,0,156
24095040,780011,0,0,0,0,0,0,0,0,0,0,0,0,0,1128
31503026,235,0,0,0,0,0,0,0,0,0,0,0,0,0,6
12905973,6327894,0,0,0,0,0,0,0,0,0,0,0,0,0,181
31503026,273,0,0,0,0,0,0,0,0,0,0,0,0,0,6
12285441,4244772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12905973,6327212,0,0,0,0,0,0,0,0,0,0,0,0,0,460
10094499,76136209,0,0,0,0,0,0,0,0,0,0,0,0,0,94
12905973,6323983,0,0,0,0,0,0,0,0,0,0,0,0,0,317
24660992,2413285,0,0,0,0,0,0,0,0,0,0,0,0,0,289
24621251,1738495,0,0,0,0,0,0,0,0,0,0,0,0,0,154
11833155,2466721,0,0,0,99,8,0,0,0,0,0,0,0,0,0
24382523,1458388,0,0,0,71,9,0,0,0,0,0,0,0,0,0
24660992,2294255,0,0,0,179,239,0,0,0,0,0,0,0,0,0
11833155,2464395,0,0,0,217,0,0,0,0,0,0,0,0,0,0
10094499,72442362,0,0,0,203,24,0,0,0,0,0,0,0,0,0
11833155,2470322,0,0,0,18,239,0,0,0,0,0,0,0,0,0
11833155,2466049,0,0,0,174,0,0,0,0,0,0,0,0,0,0
24660992,2287959,0,0,0,56,0,0,0,0,0,0,0,0,0,0
24660992,2286644,0,0,0,1308,0,0,0,0,0,0,0,0,0,0
24660992,2296828,0,0,0,12,157,0,0,0,0,0,0,0,0,0
12905973,6224431,0,0,0,530,531,0,0,0,0,0,0,0,0,0
13886818,13599,0,0,0,48,11,0,0,0,0,0,0,0,0,0
11833155,2469626,0,0,0,147,369,0,0,0,0,0,0,0,0,0
24660992,2292277,0,0,0,511,284,0,0,0,0,0,0,0,0,0
24660992,2286362,0,0,0,650,0,0,0,0,0,0,0,0,0,0
24660992,2296624,0,0,0,59,764,0,0,0,0,0,0,0,0,0
11833155,2468827,0,0,0,45,38,0,0,0,0,0,0,0,0,0
13886818,13613,0,0,0,57,44,0,0,0,0,0,0,0,0,0
24660992,2288294,0,0,0,291,0,0,0,0,0,0,0,0,0,0
24821657,208,0,0,0,22,12,0,0,0,0,0,0,0,0,0
24095040,745776,0,0,0,147,0,0,0,0,0,0,0,0,0,0
24660992,2295025,0,0,0,237,428,0,0,0,0,0,0,0,0,0
11833155,2465174,0,0,0,66,0,0,0,0,0,0,0,0,0,0
24821657,202,0,0,0,98,0,0,0,0,0,0,0,0,0,0
24660992,2284935,0,0,0,618,0,0,0,0,0,0,0,0,0,0
12905973,6226108,0,0,0,37,134,0,0,0,0,0,0,0,0,0
24660992,2290868,0,0,0,297,99,0,0,0,0,0,0,0,0,0
24660992,2291239,0,0,0,1272,509,0,0,0,0,0,0,0,0,0
24095040,747617,0,0,0,207,517,0,0,0,0,0,0,0,0,0
11121149,1067995,0,0,0,0,0,0,0,0,0,0,0,0,315,0
17157963,342741,0,0,0,0,0,0,0,0,0,0,0,0,389,154
17157963,342720,0,0,0,0,0,0,0,0,0,0,0,0,360,144
24621251,1735793,0,0,0,0,0,0,0,0,0,0,0,0,15,87
10100874,341965,0,0,0,0,0,0,0,0,0,0,0,0,59,16
24660992,2408797,0,0,0,0,0,0,0,0,0,0,0,0,77,42
19861665,49728,0,0,0,0,0,0,0,0,0,0,0,0,325,129
24524198,135797,0,0,0,0,0,0,0,0,0,0,0,0,100,8
18997605,2968283,0,0,0,0,0,0,0,0,0,0,0,0,144,0
24502148,46541,0,0,0,0,0,0,0,0,0,0,0,0,118,0
24524198,135751,0,0,0,0,0,0,0,0,0,0,0,0,96,4
31206716,21409,0,6,5,0,0,0,0,0,0,0,0,0,0,0
12567918,57033,0,41,0,0,0,0,0,0,0,0,0,0,0,0
12905973,6194787,0,390,0,0,0,0,0,0,0,0,0,0,0,0
13070027,2766865,0,236,0,0,0,0,0,0,0,0,0,0,0,0
20548201,6000815,0,79,0,0,0,0,0,0,0,0,0,0,0,0
13886818,13476,0,93,11,0,0,0,0,0,0,0,0,0,0,0
12905973,6200508,0,276,275,0,0,0,0,0,0,0,0,0,0,0
30647991,14596,0,42,0,0,0,0,0,0,0,0,0,0,0,0
17697338,30381,0,3,3,0,0,0,0,0,0,0,0,0,0,0
24940962,4178,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24660992,2336453,0,0,0,0,0,0,146,193,0,0,0,0,0,0
29794410,201171,0,0,0,0,0,0,44,38,0,0,0,0,0,0
27756115,85818,0,0,0,0,0,0,82,109,0,0,0,0,0,0
24660992,2324561,0,0,0,0,0,0,140,0,0,0,0,0,0,0
24660992,2336567,0,0,0,0,0,0,201,269,0,0,0,0,0,0
12905973,6254790,0,0,0,0,0,0,1108,0,0,0,0,0,0,0
24095040,757039,0,0,0,0,0,0,728,0,0,0,0,0,0,0
30974274,29623,0,0,0,0,0,0,32,23,0,0,0,0,0,0
24660992,2331863,0,0,0,0,0,0,516,141,0,0,0,0,0,0
24621251,1703225,0,0,0,0,0,0,324,242,0,0,0,0,0,0
30974274,29322,0,0,0,0,0,0,33,13,0,0,0,0,0,0
27097063,154552,0,0,0,0,0,0,3,4,0,0,0,0,0,0
24660992,2371837,0,0,0,0,0,0,0,0,0,225,8,0,0,0
24621251,1718105,0,0,0,0,0,0,0,0,0,600,72,0,0,0
29496362,9470,0,0,0,0,0,0,0,0,0,18,0,0,0,0
31329479,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31125547,158,0,0,0,0,0,14,0,0,0,0,0,0,0,0
20682796,17861,0,0,0,0,0,537,20,0,0,0,0,0,0,0
30191228,5561,0,0,0,0,0,3,1,0,0,0,0,0,0,0
22681220,4237,0,0,0,0,0,25,12,0,0,0,0,0,0,0
22862667,554940,0,0,0,0,0,204,132,0,0,0,0,0,0,0
25082827,7075,0,0,0,0,0,7,3,0,0,0,0,0,0,0
12905973,6252450,0,0,0,0,0,0,224,0,0,0,0,0,0,0
10100874,337209,0,0,0,0,0,0,5,26,0,0,0,0,0,0
29362339,84879,0,0,0,0,0,0,369,663,0,0,0,0,0,0
18496353,3430,0,0,0,0,0,0,39,1,0,0,0,0,0,0
17697338,36796,0,0,0,0,0,0,1,6,0,0,0,0,0,0
24161771,31881,0,0,0,0,0,0,23,0,0,0,0,0,0,0
12567918,60542,0,0,0,0,0,0,50,0,0,0,0,0,0,0
18947600,5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24161771,31878,0,0,0,0,0,0,13,0,0,0,0,0,0,0
24660992,2325151,0,0,0,0,0,0,1539,0,0,0,0,0,0,0
12567918,60547,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10100874,337199,0,0,0,0,0,0,13,81,0,0,0,0,0,0
12567918,60543,0,0,0,0,0,0,89,0,0,0,0,0,0,0
24558872,2998,0,0,0,0,0,0,20,1,0,0,0,0,0,0
18947600,5410,0,0,0,0,0,0,5,2,0,0,0,0,0,0
24161771,31882,0,0,0,0,0,0,7,0,0,0,0,0,0,0
24660992,2331856,0,0,0,0,0,0,139,39,0,0,0,0,0,0
24161771,31879,0,0,0,0,0,0,60,0,0,0,0,0,0,0
15754634,7542799,0,0,0,0,0,0,331,0,0,0,0,0,0,0
19180393,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18824112,1045654,0,62,63,0,0,0,0,0,0,0,0,0,0,0
14435163,932603,0,111,0,0,0,0,0,0,0,0,0,0,0,0
21600445,249143,0,252,119,0,0,0,0,0,0,0,0,0,0,0
24660992,2267068,0,322,280,0,0,0,0,0,0,0,0,0,0,0
11833155,2451891,0,74,16,0,0,0,0,0,0,0,0,0,0,0
12905973,6196288,0,1497,250,0,0,0,0,0,0,0,0,0,0,0
24382523,1451050,0,375,176,0,0,0,0,0,0,0,0,0,0,0
10505621,1433808,0,475,18,0,0,0,0,0,0,0,0,0,0,0
24821657,185,0,33,42,0,0,0,0,0,0,0,0,0,0,0
28309579,201774,0,678,0,0,0,0,0,0,0,0,0,0,0,0
24660992,2265089,0,754,303,0,0,0,0,0,0,0,0,0,0,0
11833155,2455807,0,11,144,0,0,0,0,0,0,0,0,0,0,0
12877516,477071,0,155,26,0,0,0,0,0,0,0,0,0,0,0
24660992,2262015,0,704,26,0,0,0,0,0,0,0,0,0,0,0
12905973,6191419,0,298,0,0,0,0,0,0,0,0,0,0,0,0
20154241,226501,0,197,110,0,0,0,0,0,0,0,0,0,0,0
24660992,2268221,0,589,785,0,0,0,0,0,0,0,0,0,0,0
12905973,6197654,0,312,103,0,0,0,0,0,0,0,0,0,0,0
24660992,2267281,0,341,296,0,0,0,0,0,0,0,0,0,0,0
20154241,226834,0,54,321,0,0,0,0,0,0,0,0,0,0,0
24660992,2316679,0,0,0,0,0,262,56,0,0,0,0,0,0,0
24660992,2312459,0,0,0,0,0,98,0,0,0,0,0,0,0,0
11833155,2478796,0,0,0,0,0,371,0,0,0,0,0,0,0,0
24660992,2322097,0,0,0,0,0,93,230,0,0,0,0,0,0,0
24095040,753066,0,0,0,0,0,1691,0,0,0,0,0,0,0,0
24660992,2319851,0,0,0,0,0,94,71,0,0,0,0,0,0,0
24660992,2321837,0,0,0,0,0,33,84,0,0,0,0,0,0,0
24524198,128731,0,0,0,0,0,65,0,0,0,0,0,0,0,0
24660992,2314993,0,0,0,0,0,141,5,0,0,0,0,0,0,0
24660992,2379173,0,0,0,0,0,0,0,0,0,27,351,0,0,0
29367967,45890,0,0,0,0,0,0,0,0,0,34,5,0,0,0
11121149,1058732,0,0,0,0,0,0,0,0,0,31,23,0,0,0
11121149,1056186,0,0,0,0,0,0,0,0,0,38,0,0,0,0
27097063,161889,0,0,0,0,0,0,0,0,0,72,0,0,0,0
22681220,5369,0,0,0,0,0,0,0,0,0,25,1,0,0,0
