date,year,month,day,day_of_week,data_type,channel_code,channel_name,channel_count,page_visits,booking_requests
2024-09-01,2024,9,1,Sunday,channel,,블로그,1,2,0
2024-09-01,2024,9,1,Sunday,channel,,플레이스목록,1,2,0
2024-09-02,2024,9,2,Monday,channel,,지도,2,6,3
2024-09-02,2024,9,2,Monday,channel,,플레이스목록,2,6,3
2024-09-02,2024,9,2,Monday,channel,,네이버기타,1,6,3
2024-09-02,2024,9,2,Monday,channel,,플레이스상세,1,6,3
2024-09-03,2024,9,3,Tuesday,channel,,블로그,1,3,0
2024-09-03,2024,9,3,Tuesday,channel,,네이버기타,1,3,0
2024-09-03,2024,9,3,Tuesday,channel,,플레이스목록,1,3,0
2024-09-04,2024,9,4,Wednesday,channel,,지도,2,4,2
2024-09-04,2024,9,4,Wednesday,channel,,외부서비스,1,4,2
2024-09-04,2024,9,4,Wednesday,channel,,플레이스목록,1,4,2
2024-09-05,2024,9,5,Thursday,channel,,외부서비스,1,2,0
2024-09-05,2024,9,5,Thursday,channel,,플레이스상세,1,2,0
2024-09-06,2024,9,6,Friday,channel,,지도,2,2,2
2024-09-07,2024,9,7,Saturday,channel,,지도,1,4,2
2024-09-07,2024,9,7,Saturday,channel,,블로그,1,4,2
2024-09-07,2024,9,7,Saturday,channel,,플레이스상세,1,4,2
2024-09-07,2024,9,7,Saturday,channel,,플레이스목록,1,4,2
2024-09-08,2024,9,8,Sunday,channel,,플레이스목록,2,2,0
2024-09-09,2024,9,9,Monday,channel,,플레이스목록,2,3,2
2024-09-09,2024,9,9,Monday,channel,,지도,1,3,2
2024-09-10,2024,9,10,Tuesday,channel,,플레이스목록,2,3,2
2024-09-10,2024,9,10,Tuesday,channel,,플레이스상세,1,3,2
2024-09-11,2024,9,11,Wednesday,channel,,지도,1,2,2
2024-09-11,2024,9,11,Wednesday,channel,,플레이스목록,1,2,2
2024-09-12,2024,9,12,Thursday,channel,,기타,1,3,0
2024-09-12,2024,9,12,Thursday,channel,,외부서비스,1,3,0
2024-09-12,2024,9,12,Thursday,channel,,플레이스목록,1,3,0
2024-09-13,2024,9,13,Friday,channel,,지도,1,1,0
2024-09-14,2024,9,14,Saturday,channel,,지도,1,2,1
2024-09-14,2024,9,14,Saturday,channel,,플레이스목록,1,2,1
2024-09-15,2024,9,15,Sunday,channel,,플레이스목록,1,1,1
2024-09-16,2024,9,16,Monday,channel,,플레이스목록,1,1,1
2024-09-17,2024,9,17,Tuesday,channel,,플레이스목록,1,1,0
2024-09-18,2024,9,18,Wednesday,channel,,플레이스목록,1,1,0
2024-09-19,2024,9,19,Thursday,channel,,지도,2,5,2
2024-09-19,2024,9,19,Thursday,channel,,블로그,1,5,2
2024-09-19,2024,9,19,Thursday,channel,,플레이스상세,1,5,2
2024-09-19,2024,9,19,Thursday,channel,,플레이스목록,1,5,2
2024-09-20,2024,9,20,Friday,channel,,플레이스상세,1,2,0
2024-09-20,2024,9,20,Friday,channel,,플레이스목록,1,2,0
2024-09-21,2024,9,21,Saturday,channel,,블로그,1,2,0
2024-09-21,2024,9,21,Saturday,channel,,플레이스목록,1,2,0
2024-09-22,2024,9,22,Sunday,channel,,기타,1,2,0
2024-09-22,2024,9,22,Sunday,channel,,플레이스상세,1,2,0
2024-09-23,2024,9,23,Monday,channel,,기타,1,5,2
2024-09-23,2024,9,23,Monday,channel,,외부서비스,1,5,2
2024-09-23,2024,9,23,Monday,channel,,지도,1,5,2
2024-09-23,2024,9,23,Monday,channel,,블로그,1,5,2
2024-09-23,2024,9,23,Monday,channel,,플레이스목록,1,5,2
2024-09-24,2024,9,24,Tuesday,channel,,기타,1,4,0
2024-09-24,2024,9,24,Tuesday,channel,,지도,1,4,0
2024-09-24,2024,9,24,Tuesday,channel,,플레이스상세,1,4,0
2024-09-24,2024,9,24,Tuesday,channel,,플레이스목록,1,4,0
2024-09-25,2024,9,25,Wednesday,channel,,지도,2,2,2
2024-09-26,2024,9,26,Thursday,channel,,지도,1,1,1
2024-09-27,2024,9,27,Friday,channel,,기타,1,1,0
2024-09-28,2024,9,28,Saturday,channel,,플레이스목록,1,1,0
2024-09-29,2024,9,29,Sunday,channel,,지도,1,2,1
2024-09-29,2024,9,29,Sunday,channel,,플레이스목록,1,2,1
2024-09-30,2024,9,30,Monday,channel,,지도,2,2,2
