date,year,month,day,day_of_week,data_type,name,pv,total_pv,channel_id,channel_type,channel_category,keyword,keyword_id,keyword_type,keyword_category
2025-07-01,2025,7,1,Tuesday,channel,네이버지도,45.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,channel,네이버검색,25.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,channel,네이버 플레이스광고,1.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,구디한의원,5.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,교통사고입원한의원,5.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,좋은아침한의원,4.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,(검색어 없음),3.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,구로디지털단지한의원,3.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,한의원,2.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,입원재활병원,1.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,구로디지털단지좋은아침,1.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,가산동입원,1.0,71.0,,,,,,,
2025-07-01,2025,7,1,Tuesday,keyword,구로한의원,1.0,71.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,channel,네이버지도,43.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,channel,네이버검색,17.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,channel,네이버 플레이스광고,3.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,channel,웹사이트,1.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,좋은아침한의원,4.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로디지털단지한의원,4.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,한의원,3.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로구한의원잘하는곳,2.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로디지털한의원,2.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로교통사고한의원,1.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,피부한의원,1.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로구구로동208,1.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,구로좋은아침병원,1.0,64.0,,,,,,,
2025-07-02,2025,7,2,Wednesday,keyword,금천구재활병원입원,1.0,64.0,,,,,,,
2025-07-03,2025,7,3,Thursday,channel,네이버지도,50.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,channel,네이버검색,16.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,channel,네이버 플레이스광고,2.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,channel,웹사이트,2.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,좋은아침한의원,6.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,구로디지털단지한의원,2.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,구로좋은아침한의원,2.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,대림역한의원,2.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,좋은의원,1.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,구디좋은아침,1.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,교통사고입원,1.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,다이어트병원,1.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,아침병원,1.0,70.0,,,,,,,
2025-07-03,2025,7,3,Thursday,keyword,좋은아침한의원구로,1.0,70.0,,,,,,,
2025-07-04,2025,7,4,Friday,channel,네이버지도,31.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,channel,네이버검색,12.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,channel,네이버 플레이스광고,4.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,구로디지털한의원,3.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,좋은아침한의원,2.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,구로동좋은아침한의원,2.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,구로디지털단지한의원,2.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,구로한의원,2.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,교통사고병원,1.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,교통사고입원,1.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,디지털로좋은아침한의원,1.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,구로한방병원입원,1.0,47.0,,,,,,,
2025-07-04,2025,7,4,Friday,keyword,근처한의원,1.0,47.0,,,,,,,
2025-07-05,2025,7,5,Saturday,channel,네이버검색,33.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,channel,네이버지도,23.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,channel,네이버공통,3.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,channel,네이버 플레이스광고,2.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,구로디지털단지한의원,7.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,구로동한방병원,3.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,구로좋은아침한의원,3.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,구로구한방병원,2.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,교통사고한방병원,2.0,61.0,,,,,,,
2025-07-05,2025,7,5,Saturday,keyword,구로동좋은아침한의원,2.0,61.0,,,,,,,
