place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,1299497887,서울탑플란트치과의원,3763,269,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 대구매복사랑니발치치과 무절개임플란트치과 틀니보철심미치료 앞니치아미백,,0.33134,0.496681,0.396482,,4,354.0,0.0,,0.0177,0.031077,0.009025
2,12304580,아이큰숲치과의원,1512,2406,치과,건강의료>병원>병원의원>치과>치과-일반,4.52,,대구소아치과 대구어린이치과 아이큰숲치과 소아교정치과 대구청소년치과,,0.33134,0.483114,0.395458,,-1,198.0,37.0,,0.0177,-0.00011,0.006671
3,1106175068,수성더원치과의원,2290,510,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 임플란트 대구수성구치과 사랑니발치 치아교정,,0.33134,0.472658,0.394669,,-1,188.0,5.0,,0.0177,-0.005959,0.00623
4,31937523,로이스치과의원,2331,253,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 대구임플란트 대구임플란트후기 대구임플란트가격 무통임플란트,,0.33134,0.470094,0.394475,,-1,204.0,0.0,,0.0177,-0.000573,0.006636
5,1323662741,시지바름플란트치과의원,2103,282,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,수성구치과 시지치과 대구치과 대구사랑니 시지임플란트,,0.33134,0.460401,0.393744,,-1,99.0,3.0,,0.0177,-0.009157,0.005989
6,1315126120,마카온치과의원,2149,147,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 수성구스케일링 범어역충치치료 만촌동레진 턱관절치료,,0.331294,0.456103,0.393402,,0,189.0,8.0,,0.0177,0.010904,0.007502
7,13575644,위브치과의원,2213,233,치과,건강의료>병원>병원의원>치과>치과-일반,4.41,,치아미백라미네이트 수성구범어동임플란트 수성구범어동사랑니발치 대구수성구범어동치과 수성구치과,,0.33134,0.431845,0.391588,,0,0.0,2.0,,0.0177,0.005737,0.007112
8,1475496060,범어5층치과의원,652,214,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 턱관절 사랑니 무삭제라미네이트 미니쉬,,0.331294,0.403156,0.389406,,3,174.0,11.0,,0.0177,0.021003,0.008265
9,1438171626,율치과의원,1096,148,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,수성구치과 대구인비절라인치과 대구투명교정치과 대구신경치료 에어플로우치과,,0.33134,0.399782,0.389169,,0,140.0,0.0,,0.0177,0.015953,0.007884
10,31045048,톡톡구강내과치과의원,1013,1843,치과,건강의료>병원>병원의원>치과>치과-일반,4.82,,대구턱관절치료병원 대구치과 대구구강내과 대구이갈이치과 대구턱관절병원,,0.33134,0.399035,0.389112,,-2,16.0,4.0,,0.0177,-0.003843,0.006389
11,1782715045,더엠디 치주과 치과의원,1823,35,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 대구치주과 대구임플란트 수성구치과 대구잇몸치료,,0.33134,0.395799,0.388868,,2,160.0,1.0,,0.0177,0.023909,0.008484
12,1499826135,라이크치과의원,910,436,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 대구임플란트치과 대구라이크치과 수성구임플란트 수성구치과,,0.33134,0.382143,0.387837,,0,49.0,14.0,,0.0177,0.006308,0.007155
13,1090088415,굿티스치과의원,2255,919,치과,건강의료>병원>병원의원>치과>치과-일반,4.71,,대구임플란트 수성구치과 수성구인비절라인치과 수성구치아교정 수성구라미네이트,,0.33134,0.349242,0.385354,,1,6.0,5.0,,0.0177,0.001206,0.00677
14,1215065030,이수경치과의원,398,33,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 성인교정 플라즈마신경치료 범어네거리치과 대구이갈이치과,,0.33134,0.347938,0.385256,,-4,125.0,1.0,,0.0177,-0.034077,0.004108
15,13192821,더블유치과의원,650,194,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 치아교정 투명교정 임플란트 치아성형,,0.33134,0.343215,0.384899,Hot,12,106.0,0.0,,0.0177,0.096529,0.013964
16,1563749853,수성아이비치과의원,1243,247,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구치과 대구잇몸치료 대구임플란트 대구치주과 대구수면치과,,0.33134,0.307496,0.382204,,-1,31.0,1.0,,0.0177,0.006431,0.007165
17,36694546,수성사랑니치과의원,91,828,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,대구사랑니 대구사랑니당일 수성사랑니치과 대구사랑니치과 대구사랑니발치,,0.33134,0.305249,0.382034,,-1,19.0,6.0,,0.0177,0.006926,0.007202
18,1285983077,수성아이치과의원,10,143,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,수성아이치과 수성구어린이치과 대구어린이치과 대구소아치과 수성구소아치과,,0.33134,0.290633,0.380931,,1,0.0,0.0,,0.0177,0.014591,0.007781
19,11852966,오성치과병원,31,519,치과,건강의료>병원>병원의원>치과>치과-일반,4.18,,,,0.331294,0.280601,0.380156,,-1,0.0,0.0,,0.0177,0.004255,0.007
20,848824783,시지탑치과의원,16,329,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,경산치과 수성구치과 시지임플란트 신매동치과 시지치과,,0.33134,0.276458,0.379861,,-3,0.0,0.0,,0.0177,-0.000176,0.006666
21,20326861,엠치과의원 시지점,272,374,치과,건강의료>병원>병원의원>치과>치과-일반,4.41,,시지임플란트 대구임플란트 시지치과 대구치과 수성구임플란트,,0.33134,0.272763,0.379582,,1,1.0,1.0,,0.0177,0.015256,0.007831
22,1670942145,차오른치과의원,475,186,치과,건강의료>병원>병원의원>치과>치과-일반,4.63,,수성구치과 만촌동치과 범어동치과 임플란트 잇몸치료,,0.33134,0.272238,0.379543,,1,1.0,1.0,,0.0177,0.019389,0.008143
23,1162478195,유플란트치과의원,150,35,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 치아교정 보철치료 뼈이식 S1,,0.331294,0.267006,0.37913,,-3,0.0,0.0,,0.0177,-0.00767,0.0061
24,1649655383,늘품치과의원,300,412,치과,건강의료>병원>병원의원>치과>치과-일반,4.99,,치과 임플란트 네비게이션임플란트 충치치료 치아미백,,0.33134,0.266335,0.379097,,1,2.0,-1.0,,0.0177,0.01532,0.007836
25,1808310650,지산치과의원,13,317,치과,건강의료>병원>병원의원>치과>치과-일반,4.46,,대구임플란트치과 대구보철치과 대구교정치과 대구미백치과 대구수성구치과,,0.33134,0.261804,0.378755,,-4,0.0,0.0,,0.0177,0.002744,0.006886
26,37485866,라온미소치과의원,200,395,치과,건강의료>병원>병원의원>치과>치과-일반,4.29,,대구치아교정 대구교정치과 대구라온치과 대구치과 수성구치과,,0.33134,0.251655,0.377989,,2,1.0,0.0,,0.0177,0.005855,0.007121
