place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,36827221,다믿주치과의원 부산,7378,1143,치과,건강의료>병원>병원의원>치과>치과-일반,4.61,,부산치과 부산임플란트 부산충치치료 서면사랑니발치 서면치과,,0.33134,0.511537,0.35232,,5,356.0,7.0,,0.0177,0.027972,0.008791
2,1522550380,고르다치과의원 부산점,4400,534,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치과 부산오스템임플란트 서면치아미백라미네이트치과 부산충치신경치료 사랑니발치심미보철,,0.33134,0.509574,0.352172,,0,488.0,54.0,,0.0177,0.007967,0.007281
3,13021314,1945김근치과의원 서면,5449,427,치과,건강의료>병원>병원의원>치과>치과-일반,4.58,,서면치과 부산치과 뼈이식임플란트 라미네이트심미보철치료 서면스케일링,,0.33134,0.47762,0.34976,,-2,275.0,0.0,,0.0177,-0.04197,0.003512
4,37933246,디지털아트치과의원 서면,4243,730,치과,건강의료>병원>병원의원>치과>치과-일반,4.54,,서면치과 임플란트 라미네이트 부산치과 전체임플란트,,0.33134,0.469904,0.349178,,3,499.0,0.0,,0.0177,-0.001618,0.006558
5,1817057026,리셋치과의원 부산서면,4911,571,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과전문의 부산뼈이식임플란트 미니쉬라미네이트 서면고난도임플란트 부산틀니,,0.33134,0.469286,0.349131,,-2,248.0,1.0,,0.0177,-0.024269,0.004848
6,1956846259,서면뉴욕치과의원,2348,449,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치아교정 부산치과 서면치아교정 서면임플란트 서면치과,,0.33134,0.468901,0.349102,,-1,425.0,4.0,,0.0177,-0.018057,0.005317
7,1060480489,서면오늘플란트치과의원,3604,242,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과 서면임플란트 부산치과 부산임플란트 부산사랑니발치,,0.33134,0.465573,0.348851,,2,395.0,3.0,,0.0177,0.012341,0.007611
8,1189708606,하이브치과의원 부산서면,4159,183,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과 부산치과 서면임플란트 부산치아미백 서면스케일링,,0.33134,0.463317,0.348681,,-4,236.0,0.0,,0.0177,-0.024665,0.004818
9,1263686518,플란치과병원 부산점,2207,2899,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치과 부산임플란트 범내골치과 임플란트 서면치과,,0.33134,0.458325,0.348304,,2,479.0,6.0,,0.0177,0.015314,0.007835
10,36936225,시에스치과병원 서면,1961,1196,치과,건강의료>병원>병원의원>치과>치과-일반,4.63,,전체임플란트 부산임플란트 서면치과 서면교정치과 부산치과,,0.33134,0.449903,0.347668,,-2,0.0,-3.0,,0.0177,-0.008462,0.006041
11,12835266,굿윌치과병원 서면,3081,1374,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산임플란트 서면교정치과 부산턱관절 부산미백치과 서면사랑니발치,,0.33134,0.448797,0.347585,,-1,282.0,0.0,,0.0177,-0.004377,0.006349
12,33647236,바른윤곽치과병원 서면,1699,894,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 양악수술 안면윤곽 매복사랑니발치 치아교정,,0.331294,0.436299,0.346624,,2,6.0,3.0,,0.0177,0.002359,0.006857
13,19997433,스마트e치과의원 서면,3431,652,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과 부산치과 서면임플란트 라미네이트 치아교정,,0.33134,0.419344,0.345362,,-1,66.0,3.0,,0.0177,-0.02297,0.004946
14,12837864,메디스치과의원 서면,1380,645,치과,건강의료>병원>병원의원>치과>치과-일반,4.61,,부산임플란트 부산치과 서면임플란트 치아교정 서면치과,,0.33134,0.38747,0.342956,,2,0.0,1.0,,0.0177,0.010392,0.007463
15,1088714048,이티치과의원,821,297,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치과 임플란트 치아교정 사랑니발치 충치치료,,0.33134,0.386694,0.342898,,0,100.0,3.0,,0.0177,0.007401,0.007238
16,13252147,이편한치과의원,78,229,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,양정동치과 양정역치과 부산임플란트 부산치과 양정치과,,0.33134,0.369704,0.341615,,-3,4.0,4.0,,0.0177,-0.067657,0.001573
17,1319519188,개금진치과의원,1265,190,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치과 부산턱관절 부산임플란트 부산충치치료 틀니,,0.33134,0.366996,0.341411,,0,207.0,0.0,,0.0177,-0.000933,0.006609
18,32714552,리플란트치과의원 서면,1518,2027,치과,건강의료>병원>병원의원>치과>치과-일반,4.44,,임플란트 신경치료 치아교정 부산서면치과 사랑니발치,,0.33134,0.353586,0.340399,,0,66.0,29.0,,0.0177,0.015588,0.007856
19,11687064,서면어린이치과의원,30,719,치과,건강의료>병원>병원의원>치과>치과-일반,4.44,,어린이치과 소아치과 부산어린이치과 영유아검진 서면어린이치과,,0.33134,0.316713,0.337616,,2,0.0,1.0,,0.0177,0.006114,0.007141
20,1491368445,줌구강악안면외과치과의원 부산점,39,361,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,양악수술 안면윤곽 돌출입 사랑니 주걱턱,,0.331294,0.315276,0.33749,,0,1.0,0.0,,0.0177,0.002983,0.006904
21,19861442,이루미치과의원 서면,59,2331,치과,건강의료>병원>병원의원>치과>치과-일반,4.6,,부산치과 부산턱관절 부산임플란트 서면치과 부산치아교정,,0.33134,0.313079,0.337342,,4,1.0,32.0,,0.0177,0.012097,0.007593
22,203595791,개금토토어린이치과의원,35,889,치과,건강의료>병원>병원의원>치과>치과-일반,4.47,,소아치과 치과 어린이치과 웃음가스 야간진료,,0.33134,0.309872,0.3371,,6,0.0,14.0,,0.0177,0.017605,0.008008
23,34826930,미래도담치과의원,49,413,치과,건강의료>병원>병원의원>치과>치과-일반,4.69,,개금치과 개금어린이치과 가야치과 주례치과 당감동치과,,0.33134,0.30777,0.336941,,0,1.0,2.0,,0.0177,0.00283,0.006893
24,1708686978,예바치과교정과치과의원,684,728,치과,건강의료>병원>병원의원>치과>치과-일반,4.66,,치과교정과전문의 교정치과 소아교정 성인교정 인비절라인,,0.33134,0.30059,0.336399,,5,18.0,7.0,,0.0177,0.010385,0.007463
25,256786562,미소진치과의원,847,1175,치과,건강의료>병원>병원의원>치과>치과-일반,4.74,,개금치과 임플란트 부산사랑니발치 사랑니 수면,,0.33134,0.299869,0.336345,,1,2.0,2.0,,0.0177,0.003427,0.006938
26,13433558,이미지플러스 치과교정과 치과의원,1290,432,치과,건강의료>병원>병원의원>치과>치과-일반,4.59,,서면치아교정 치아교정 서면교정치과 서면치과 부산치과,,0.33134,0.294632,0.33595,,5,0.0,1.0,,0.0177,0.01071,0.007488
27,20368412,팜치과의원,325,110,치과,건강의료>병원>병원의원>치과>치과-일반,4.55,,서면임플란트 서면치아교정 서면심미보철 서면충치치료 서면치아미백,,0.331294,0.293504,0.335847,,-5,0.0,0.0,,0.0177,-0.012995,0.005698
28,1289742580,최원혁 사랑니 치과의원,90,457,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산사랑니 서면치과 서면사랑니 서면사랑니병원 부산사랑니병원,,0.33134,0.291631,0.335723,,-9,0.0,2.0,,0.0177,-0.02155,0.005053
29,12824088,선부부치과의원,15,287,치과,건강의료>병원>병원의원>치과>치과-일반,4.43,,,,0.331294,0.288937,0.335503,,1,0.0,0.0,,0.0177,0.000652,0.006729
30,32626021,이엔치과의원,762,336,치과,건강의료>병원>병원의원>치과>치과-일반,4.58,,부산신경치료 부산충치치료 부산치아미백 서면임플란트 부산미세현미경치과,,0.33134,0.272153,0.334253,,2,4.0,-5.0,,0.0177,0.00264,0.006878
31,1872737241,김유진치과의원,150,127,치과,건강의료>병원>병원의원>치과>치과-일반,4.66,,부산사랑니 부산임플란트 개금치과 부산치과 구강외과전문의,,0.33134,0.270116,0.334099,,-4,2.0,0.0,,0.0177,-0.022286,0.004997
32,33676607,신세계치과의원,885,931,치과,건강의료>병원>병원의원>치과>치과-일반,4.6,,개금치과 주례치과 사상치과 당감동치과 가야치과,,0.33134,0.269284,0.334037,,1,10.0,21.0,,0.0177,0.008222,0.0073
33,1233617475,화이트이치과의원 서면,238,106,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치과 서면치과 서면임플란트 화이트이치과 부산서면치과,,0.33134,0.267329,0.333889,,2,1.0,1.0,,0.0177,0.011562,0.007552
34,1286485337,감동치과의원,72,355,치과,건강의료>병원>병원의원>치과>치과-일반,4.76,,당감동치과 당감동임플란트 부산임플란트 신협치과 당감동신협,,0.33134,0.264157,0.33365,,6,0.0,1.0,,0.0177,0.014286,0.007758
35,1048736529,래미안치과의원,111,595,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,초읍치과 연지동치과 초읍동치과 초읍임플란트 치아미백,,0.33134,0.261589,0.333456,,6,1.0,2.0,,0.0177,0.01183,0.007572
36,11891532,아이세상치과의원,13,284,치과,건강의료>병원>병원의원>치과>치과-일반,4.36,,어린이치과 소아치과 아이세상치과 당감동치과 부산어린이치과,,0.33134,0.257116,0.333118,Hot,16,0.0,0.0,,0.0177,0.024836,0.008554
37,13251202,선한이웃치과의원,263,666,치과,건강의료>병원>병원의원>치과>치과-일반,4.39,,부산치과 디지털풀아치 부산임플란트 부산전체임플란트 부산디지털풀아치,,0.33134,0.256286,0.333056,,6,3.0,1.0,,0.0177,0.014034,0.007739
38,1690305308,뉴미시간치과의원,92,267,치과,건강의료>병원>병원의원>치과>치과-일반,4.52,,서면치과 부산치과 서면임플란트 서면교정치과 서면턱관절,,0.33134,0.255357,0.332986,,-4,0.0,0.0,,0.0177,-0.003559,0.006411
39,34240391,라인업치과병원 서면,1208,556,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과 치아교정 사랑니발치 수면임플란트 양악수술,,0.33134,0.254738,0.332939,,-2,7.0,6.0,,0.0177,0.002226,0.006848
40,1753866925,애용치과의원,193,548,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 소아치료 치아교정 뼈이식 치주치료,,0.331294,0.254721,0.33292,,-4,1.0,17.0,,0.0177,0.000386,0.006708
41,13251787,선이아름다운치과교정과치과의원,558,150,치과,건강의료>병원>병원의원>치과>치과-일반,4.48,,서면치과 서면역치과 서면치아교정 서면역치아교정 서면교정치과,,0.33134,0.253234,0.332825,,-3,0.0,0.0,,0.0177,0.001262,0.006774
42,1143100591,전포부부치과의원,63,112,치과,건강의료>병원>병원의원>치과>치과-일반,4.88,,전포동치과 전포부부치과 서면아이파크치과 서면치과 부산진구치과,,0.33134,0.253056,0.332812,Hot,33,1.0,0.0,,0.0177,0.051572,0.010572
43,1973533229,윤치과의원,46,624,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,연지동치과 초읍동치과 부암동치과 사직동치과 초읍치과,,0.33134,0.252896,0.3328,Hot,12,0.0,-1.0,,0.0177,0.022845,0.008404
44,1769049912,이안치과의원,232,303,치과,건강의료>병원>병원의원>치과>치과-일반,4.42,,부산양정동치과 부산양정동임플란트 부산진구치과 부산진구임플란트 부산양정역치과,,0.33134,0.251134,0.332667,,-20,0.0,1.0,,0.0177,-0.051661,0.002781
45,1850634786,친절한참치과의원,221,45,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,서면치과 전체임플란트 치주치료 사랑니발치 턱관절치료,,0.33134,0.244895,0.332196,,-3,1.0,1.0,,0.0177,-0.001377,0.006576
46,12783257,월드치과의원,93,64,치과,건강의료>병원>병원의원>치과>치과-일반,4.53,,서면치과 서면임플란트 부전동치과 부전동임플란트 서면심미보철,,0.33134,0.243646,0.332102,,1,0.0,0.0,,0.0177,0.004681,0.007033
47,1030387847,예스치과의원,676,363,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,부산치아교정 부산인비절라인 부산부분교정 부산어린이교정 부산스케일링,,0.331294,0.24275,0.332017,,2,2.0,2.0,,0.0177,0.004245,0.007
48,11844800,세인트루이스치과의원,10,87,치과,건강의료>병원>병원의원>치과>치과-일반,4.32,,치아교정,,0.331294,0.239692,0.331786,,6,0.0,0.0,,0.0177,0.008896,0.007351
49,1362463184,하나온치과의원,49,204,치과,건강의료>병원>병원의원>치과>치과-일반,4.82,,어린이_치과 연지치과 연지동치과 초읍치과 초읍동치과,,0.33134,0.238895,0.331743,,9,1.0,0.0,,0.0177,0.01512,0.00782
50,11386538,위드치과의원,8,326,치과,건강의료>병원>병원의원>치과>치과-일반,4.77,,부산서면소재 임플란트 심미보철 치아교정 치주질환,,0.331294,0.2388,0.331719,,-6,0.0,2.0,,0.0177,-0.003113,0.006445
