hospital,pearson_correlation,spearman_correlation,avg_cafe_views,avg_search_volume,cafe_std,search_std
내이튼치과,0.0649641539906247,0.06387680693610494,1867.357142857143,1339.2857142857142,735.4293991260487,103.06564642269252
이즈치과,-0.0767852392411197,0.0,4657.0,1809.2857142857142,2385.5949427279625,207.64112108355408
동탄연세바로치과,0.35666849140687923,0.5560439560439561,4632.0,1036.4285714285713,2231.2754200232657,201.17375355865664
플란치과의원 경기 동탄점,0.6540746510465728,-0.16574838603294895,2535.6428571428573,496.42857142857144,2054.316791057791,892.4607911478597
