hospital,change_correlation,match_rate,avg_cafe_change,avg_search_change
내이튼치과,-0.3783503661191563,0.5384615384615384,174.0,16.153846153846153
이즈치과,-0.05922441212907057,0.46153846153846156,38.15384615384615,-17.692307692307693
동탄연세바로치과,0.2961394982735234,0.6153846153846154,171.76923076923077,35.38461538461539
플란치과의원 경기 동탄점,0.5210344744939567,0.6153846153846154,492.53846153846155,251.53846153846155
