hospital,lag_1_month,lag_2_months,lag_3_months
내이튼치과,0.34871600993554386,0.22477910140678342,0.046775726027591225
이즈치과,-0.1323223905520357,-0.03763638145074378,0.45477621404461815
동탄연세바로치과,0.2701846143798488,0.05570301442850824,-0.19761004651774544
플란치과의원 경기 동탄점,0.35899556261548227,-0.08914615930077792,-0.0017204017599539245
