date,is_brand,cnt
2024-07,N,597
2024-07,Y,63
2024-08,N,517
2024-08,Y,65
2024-09,N,638
2024-09,Y,91
2024-10,N,826
2024-10,Y,146
2024-11,N,776
2024-11,Y,91
2024-12,N,760
2024-12,Y,116
2025-01,N,867
2025-01,Y,44
2025-02,N,1127
2025-02,Y,54
2025-03,N,937
2025-03,Y,81
2025-04,N,806
2025-04,Y,68
2025-05,N,832
2025-05,Y,83
2025-06,N,759
2025-06,Y,102
2025-07,N,949
2025-07,Y,128
