feature,importance
score_주제,0.1422355543025288
score_형태소,0.13960347393282205
score_키워드,0.11671967866260335
score_후기/정보,0.11041072431641197
valid_images,0.10160412524756125
score_가독성,0.09896888263459185
word_count,0.08290333983567934
content_with_space,0.07195993132973569
invalid_images,0.06232916867463081
score_콘텐츠,0.057415351559026336
exposure_score,0.013753261657741656
posting_score_numeric,0.002096507846667082
