place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,1173581302,바른탑치과의원,1901,625,치과,건강의료>병원>병원의원>치과>치과-일반,4.63,,임플란트 턱관절 치아교정 아산치과 치아미백,,0.33134,0.465699,0.439426,,0.0,295.0,3.0,,0.019447,0.017909,0.002652
2,1495207456,연세이앤이치과의원,795,802,치과,건강의료>병원>병원의원>치과>치과-일반,4.43,,임플란트 충치치료 MTA교정 틀니 사랑니발치,,0.331294,0.447135,0.438008,,0.0,53.0,9.0,,0.019447,0.009871,0.002046
3,1174143610,포셀트치과의원,1725,569,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,아산치과 아산사랑니 무삭제라미네이트 네비게이션임플란트 수면임플란트,,0.33134,0.436076,0.437191,,1.0,59.0,4.0,,0.019447,0.01131,0.002155
4,1009080445,바로플란트치과의원 온양,2220,124,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,아산치과 임플란트 보철치료 사랑니발치 치아미백,,0.33134,0.436047,0.437189,,1.0,223.0,2.0,,0.019447,0.025599,0.003233
5,13243639,허브치과의원 아산온양,1849,446,치과,건강의료>병원>병원의원>치과>치과-일반,4.53,,치아교정 턱관절 임플란트틀니 매복사랑니발치 잇몸스케일링치료,,0.331294,0.421275,0.436056,,2.0,193.0,3.0,,0.019447,0.029884,0.003556
6,1622007341,연세더힐치과의원,937,610,치과,건강의료>병원>병원의원>치과>치과-일반,4.85,,임플란트 사랑니발치 크라운 수면치과 충치치료,,0.33134,0.412856,0.435438,,0.0,95.0,0.0,,0.019447,0.006877,0.00182
7,1567926902,아산정플란트치과의원,1443,70,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,아산신창수면임플란트 아산수면무통마취치과 아산야간진료치과 아산라미네이트교정치과 아산온양동임플란트치과,,0.33134,0.411835,0.435361,,0.0,138.0,8.0,,0.019447,-0.016979,1.9e-05
8,1459720622,바른손치과의원,1305,162,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,아산치과 아산디지털임플란트 라미네이트심미보철 충치신경치료 사랑니발치잇몸,,0.33134,0.391715,0.433843,,3.0,293.0,2.0,,0.019447,0.01907,0.002741
9,1837759535,365아홉가지약속치과병원,262,798,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 치아교정 투명교정 라미네이트 소아치과,,0.33134,0.391217,0.433805,,0.0,45.0,23.0,,0.019447,0.004791,0.001662
10,1086459637,연세뉴치과의원 천안아산역KTX 본점,949,1211,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 충치치료 스케일링 아산치과 매복사랑니발치,,0.33134,0.381262,0.433054,,0.0,71.0,9.0,,0.019447,0.007655,0.001879
11,1050063816,탕정센트럴문치과의원,169,359,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,탕정치과 탕정임플란트 탕정역치과 아산치과 탕정문치과,,0.33134,0.372441,0.432388,,0.0,0.0,25.0,,0.019447,-0.00227,0.00113
