place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,32739236,홍성미소치과의원,284,229,치과,건강의료>병원>병원의원>치과>치과-일반,4.36,,내포치과 홍성스케일링 홍성치과 홍성임플란트 내포임플란트,,0.33134,0.340126,0.363534,,0.0,18.0,0.0,,0.019447,0.011771,0.008227
2,1222431175,내포아이랑소아치과의원,59,21,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,홍성소아교정 소아치과전문의 홍성어린이치과 예산어린이치과 내포어린이치과,,0.33134,0.279153,0.358932,,0.0,2.0,1.0,,0.019447,-0.020868,0.005763
3,1257257611,바른손치과의원,119,303,치과,건강의료>병원>병원의원>치과>치과-일반,4.5,,임플란트 심미보철 사랑니발치 의식하진정법 충치치료,,0.331294,0.27586,0.358667,,0.0,1.0,0.0,,0.019447,0.004278,0.007662
4,38296857,참좋은치과의원,0,518,치과,건강의료>병원>병원의원>치과>치과-일반,4.48,,내포치과 홍성치과 예산치과 덕산치과,,0.33134,0.256523,0.357224,,1.0,0.0,2.0,,0.019447,0.007536,0.007907
5,1957040377,서울에스치과의원,8,467,치과,건강의료>병원>병원의원>치과>치과-일반,4.51,,치과 임플란트 내포신도시 홍성 보철,,0.33134,0.251074,0.356813,,0.0,0.0,0.0,,0.019447,-6.1e-05,0.007334
6,1226291392,서울바른이치과의원,139,65,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,치아교정 소아교정,,0.331294,0.246794,0.356473,,0.0,4.0,0.0,,0.019447,0.013277,0.008341
7,13244180,홍성치과의원,2,159,치과,건강의료>병원>병원의원>치과>치과-일반,4.41,,,,0.341289,0.192179,0.356123,,1.0,0.0,0.0,,0.019448,0.013374,0.008348
8,1371253652,서울내포치과의원,86,233,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,내포치과 홍성치과 홍성임플란트 예산임플란트 예산치과,,0.33134,0.236044,0.355679,,0.0,0.0,1.0,,0.019447,0.003235,0.007583
9,1541574358,채움치과의원,4,171,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,홍성치과 홍성임플란트 홍성보철치료 홍성군치과 홍성,,0.33134,0.225306,0.354868,,1.0,0.0,1.0,,0.019447,0.008969,0.008015
10,1312077408,내포탑치과의원,39,156,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,홍성치과 내포치과 치과교통사고 내포사랑니발치 홍성내포임플란트,,0.33134,0.220057,0.354472,,0.0,0.0,3.0,,0.019447,0.003288,0.007587
11,37226346,서울센트럴치과의원,16,173,치과,건강의료>병원>병원의원>치과>치과-일반,4.54,,내포신도시치과 내포치과 홍성치과 예산치과 덕산치과,,0.33134,0.203562,0.353227,,2.0,0.0,0.0,,0.019447,0.003667,0.007615
12,13244189,수치과의원,5,130,치과,건강의료>병원>병원의원>치과>치과-일반,4.64,,,,0.331294,0.195386,0.352593,,0.0,0.0,0.0,,0.019447,-0.00851,0.006696
