place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,1236505233,스카이플란트치과의원 포항,1506,224,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,포항치과 포항죽도동치과 포항북구치과 임플란트 치과,,0.33134,0.417466,0.481069,,0.0,23.0,5.0,,0.019447,-0.007328,0.003767
2,1438886515,포항디지털치과의원,331,3,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,네비게이션임플란트 디지털흡착틀니 무통마취 디지털풀아치 원데이디지털보철치료,,0.331294,0.409007,0.480414,,0.0,45.0,0.0,,0.019447,0.007698,0.004901
3,13256431,새론치과의원,1231,255,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,포항치과 포항임플란트 보철치료 포항전체임플란트 포항무삭제라미네이트,,0.33134,0.40611,0.480212,,1.0,182.0,1.0,,0.019447,0.017311,0.005626
4,1956415115,이결치과의원,961,256,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,이결치과 포항치과 포항북구임플란트 득량동틀니 양학동턱관절,,0.33134,0.394337,0.479324,,0.0,102.0,5.0,,0.019447,-0.001482,0.004208
5,1571829500,청담에이치치과의원 포항양덕점,690,154,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 충치치료 매복사랑니발치 포항양덕치아미백 민생회복지원금사용처소비쿠폰,,0.331294,0.376247,0.477941,,0.0,63.0,4.0,,0.019447,-0.003895,0.004026
6,1382323927,하얀e치과의원,930,372,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,포항치과 임플란트 충치치료 치아교정 포항임플란트,,0.33134,0.318883,0.473629,,2.0,2.0,0.0,,0.019447,0.015634,0.0055
7,13136551,미르치과병원,620,1806,치과,건강의료>병원>병원의원>치과>치과-일반,4.41,,포항치과 임플란트 치아교정 소아치과 사랑니발치,,0.33134,0.313527,0.473225,,0.0,5.0,3.0,,0.019447,0.003283,0.004568
8,1288426878,알파키즈치과의원,24,91,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,포항키즈치과 영일대치과 포항웃음가스 포항수면치료 포항소아치과,,0.33134,0.307998,0.472808,,0.0,0.0,0.0,,0.019447,0.002258,0.004491
9,13256254,열린이사랑치과의원,290,50,치과,건강의료>병원>병원의원>치과>치과-일반,4.38,,임플란트 충치치료 스케일링 신경치료 잇몸치료,,0.331294,0.299149,0.472122,,4.0,41.0,1.0,,0.019447,0.029121,0.006517
10,1178123248,필립치과의원,658,206,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트 포항치과 사랑니발치 치아교정 문덕치과,,0.33134,0.287801,0.471283,,1.0,0.0,1.0,,0.019447,0.011271,0.00517
