place_rank,place_id,place_name,place_blog_cnt,place_visit_cnt,place_category,place_industry,place_score,place_save_cnt,place_detail_keyword,place_open,place_index1,place_index2,place_index3,place_rank_jump,place_rank_compare,place_blog_cnt_compare,place_visit_cnt_compare,place_save_cnt_compare,place_gdid_inde1_compare,place_gdid_inde2_compare,place_gdid_inde3_compare
1,13534819,연세리더스치과교정과치과의원 안산,2171,1837,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산치과 안산치아교정 안산임플란트 안산중앙동치과 안산교정치과,,0.33134,0.493684,0.350972,,0.0,92.0,14.0,,0.019447,0.008302,0.007965
2,1122414607,연세플란트치과의원 안산,3613,858,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산치과 안산수면임플란트 안산투명교정치과 매복사랑니발치 치아인비절라인치과,,0.33134,0.489742,0.350675,,0.0,306.0,64.0,,0.019447,0.016761,0.008604
3,19531165,미플란트치과의원,3093,530,치과,건강의료>병원>병원의원>치과>치과-일반,4.58,,안산임플란트 안산치과 안산야간진료 안산충치치료 안산교정,,0.33134,0.478256,0.349808,,1.0,694.0,0.0,,0.019447,0.00706,0.007871
4,1832437661,인플란트치과의원,3761,727,치과,건강의료>병원>병원의원>치과>치과-일반,4.61,,임플란트 오스템임플란트 포인트임플란트 안산치과 고잔동치과,,0.33134,0.474028,0.349489,,1.0,623.0,0.0,,0.019447,0.005391,0.007746
5,1138828877,바로드림치과의원,2649,211,치과,건강의료>병원>병원의원>치과>치과-일반,4.63,,치아교정 임플란트 안산중앙동치과 안산치과 안산수면치과,,0.33134,0.448054,0.347529,,1.0,-13.0,0.0,,0.019447,-0.015444,0.006173
6,1243463096,라임프로치과의원,2698,437,치과,건강의료>병원>병원의원>치과>치과-일반,4.45,,안산치과 고잔동치과 안산치아교정 안산임플란트 단원구치과,,0.33134,0.427292,0.345962,,3.0,359.0,3.0,,0.019447,0.007451,0.007901
7,1489161095,맑은플란트치과의원 안산점,3927,388,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산치과 안산임플란트치과 경기안산치과 단원구치과 임플란트,,0.33134,0.424768,0.345771,,0.0,210.0,0.0,,0.019447,-0.046532,0.003827
8,1095202665,이포유치과의원 안산 본원,1531,659,치과,건강의료>병원>병원의원>치과>치과-일반,4.43,,안산임플란트 안산교정치과 자동차보험치과 안산치과 일요일치과,,0.33134,0.420664,0.345462,,0.0,368.0,0.0,,0.019447,-0.021215,0.005738
9,1676527613,연세더편한치과의원,2022,1345,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산교정치과 안산임플란트 안산수면치료치과 안산중앙동치과 안산덧니교정,,0.33134,0.405391,0.344309,,1.0,-6.0,42.0,,0.019447,-0.009139,0.006649
10,1907468927,서울중앙치과의원,556,774,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산치과 안산임플란트 안산중앙동치과 안산수면치과 안산치아교정,,0.33134,0.401987,0.344052,,0.0,10.0,19.0,,0.019447,-0.033541,0.004807
11,13217712,안산예치과병원,1894,727,치과,건강의료>병원>병원의원>치과>치과-일반,4.35,,안산치과 고잔동치과 안산치아교정 안산임플란트 단원구치과,,0.33134,0.401187,0.343992,,2.0,312.0,6.0,,0.019447,0.034611,0.009951
12,1234902376,믿음플란트치과의원 안산점,1615,225,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산중앙동치과 임플란트치과 매복사랑니발치 고잔동치과 라미네이트,,0.33134,0.396427,0.343632,,0.0,116.0,-14.0,,0.019447,0.003211,0.007581
13,1330992265,아이엠플란트치과의원,1892,188,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,임플란트틀니 사랑니잇몸치료 앞니충치미백치료 라미네이트심미보철진료 무통마취,,0.331294,0.38065,0.342424,,0.0,96.0,3.0,,0.019447,-0.000982,0.007264
14,1335370200,예스플란트치과의원 안산,334,152,치과,건강의료>병원>병원의원>치과>치과-일반,0.0,,안산치과 고잔동치과 임플란트 충치치료 중앙동치과,,0.33134,0.351367,0.340232,,1.0,4.0,-2.0,,0.019447,0.012352,0.008271
